ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
612,10039.0,elba general hospztal,987 drayton street,empty,empty,elba,al,35233.0,coffee,2562651000.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,al_scip-inf-3
613,10039.0,elba general hospital,101 sivley rd,empty,empty,elba,al,35233.0,coffee,2562651000.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-4,heart failure patients given discharge instructions,100%,empty,al_scip-inf-4
614,10039.0,elba general hospital,987 drayton street,empty,empty,elba,al,35233.0,coffee,2562651000.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,empty,al_scip-inf-6
615,10039.0,elba general hospital,101 sivley rd,empty,empty,elba,al,35233.0,coffee,2562651000.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,ytpme,al_scip-vte-1
616,10039.0,elba general hospital,987 drayton street,empty,empty,elba,al,35233.0,coffee,2562651000.0,acute care hospitals,voluntarynon-profit-other,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,eaptE,al_scip-vte-2
617,10039.0,stringfellow memorial hospital,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,98%,185 patients,al_ami-1
618,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,ami-2,heart attack patients given aspirin at discharge,97%,290 patients,al_ami-2
619,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,72 patients,al_ami-3
620,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,122 patients,al_ami-4
621,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,98%,281 patients,al_ami-5
622,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
623,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,100%,26 patients,al_ami-8a
624,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,82%,527 patients,al_hf-1
625,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,570 patients,al_hf-2
626,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,272 patients,al_hf-3
627,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heartfailure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,101 patients,al_hf-4
628,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,heart failure patients given discharge instructions,92%,114 patients,al_pn-2
629,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,91%,129 patients,al_pn-3b
630,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,heart failure patients given discharge instructions,100%,59 patients,al_pn-4
631,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,153 patients,al_pn-5c
632,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-6,heart failure patients given discharge instructions,97%,115 patients,al_pn-6
633,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,i,yes,pneumonia,pn-7,heart failure patients given discharge instructions,100%,89 patients,al_pn-7
634,10039.0,east alabama medical center and snf,101 sivley rd,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,98%,208 patients,al_scip-card-2
635,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,1001 patients,al_scip-inf-1
636,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,1016 patients,al_scip-inf-2
637,10039.0,east alabama medical center and snf,101 sivley rd,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),97%,962 patients,al_scip-inf-3
638,10039.0,east alabama medical cunter and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,98%,241 patients,al_scip-inf-4
639,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,1421 patients,al_scip-inf-6
640,10039.0,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,92%,473 patients,al_scip-vte-1
641,10039.0,east alabama medical center and snf,101 sivley rd,empty,empty,opelika,al,35233.0,lee,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,90%,473 patients,al_ami-4
642,10039.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,35233.0,randolph,2562651000.0,acute care hospitals,government - local,no,heart attack,ami-1,heart attack patients given aspirin at arrival,50%,4 patients,al_ami-1
643,10039.0,wedowee hospital,209 north main street,empty,empty,birmingham,al,35233.0,randolph,2562651000.0,acute care hospitals,government - local,no,heart attack,ami-2,heart attack patients given aspirin at discharge,67%,3 patients,al_ami-2
644,10039.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,35233.0,randolph,2562651000.0,acute care hospitals,government - local,no,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,0 patients,al_ami-3
645,10039.0,wedowee hospital,209 north main street,empty,empty,wedowee,l,35233.0,randolph,2562651000.0,acute care hospitals,government - local,no,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,empty,0 patients,al_ami-4
646,10039.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,35233.0,randolph,2562651000.0,acute care hospitals,government - local,no,heart attack,ami-5,heart failure patients given discharge instructions,100%,3 patients,al_ami-5
647,10039.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,35233.0,randolph,2562651000.0,acute care hospitals,government - local,no,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
648,10039.0,wedowee hospital,101 sivley rd,empty,empty,wedowee,al,35233.0,randolph,2562651000.0,acute care hospitals,government - local,no,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
649,10039.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,35233.0,jefferson,2562651000.0,acute care hospitals,government - local,no,heart failure,hf-4,heart failure patients given discharge instructions,100%,34 patients,al_hf-1
650,10039.0,wedowee hospital,209 north main street,emtpy,empty,wedowee,al,35233.0,randolph,2562651000.0,acute care hospitals,government - local,no,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,38%,39 patients,al_hf-2
651,10039.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,35233.0,randolph,2562651000.0,acute care hospitals,government - local,yes,heartfailure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),25%,4 patients,al_hf-3
652,10039.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,35233.0,randolph,2562651000.0,acute care hospitals,government - local,no,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,2 patients,al_hf-4
653,10039.0,wedowee hospital,209 north main street,empty,empty,wedowee,al,35233.0,randolph,2562651000.0,acute care hospitals,government - local,no,pneumonia,pn-2,heart failure patients given discharge instructions,25%,28 patients,al_pn-2
